x,y,dmg_min,dmg_max
62.22650138360022,55.83370480452858,92.39818756305002,104.27745474661135
12.779482450852253,97.25265718986385,121.09226841931017,320.9061449313056
45.04065598029435,66.21937378396461,35.045495651565304,85.76235285679793
26.98875068313431,27.419120814660115,189.16573870569655,248.00905197187552
70.21191850312314,22.248714487616194,34.69463478013543,189.90024466201368
60.38082865883256,72.46260959857278,57.42156505860018,122.10093614261598
50.447550874508394,95.17293590021212,54.93103391042787,274.5625902385459
16.11301471997394,8.598654150693076,193.38430279840873,315.20365294442206
42.086904645881816,88.32560568338629,97.50117743895453,239.03685595973738
33.71082810582726,24.54326680393154,187.60648605422276,205.98138306835818
19.360894040355358,90.03097446137774,216.96756351918245,314.50723911018736
43.91391442905033,84.29504770762446,37.04756418350024,126.61629213388088
2.135313929856164,38.099099205863475,30.347382168018306,247.34307004746486
92.23646692674848,54.40937896491971,215.67084541784416,311.17480353471933
36.13052894912613,9.079347020326056,23.330481644695745,281.8094476610406
17.337350420136545,45.906065411907285,38.51297227659939,106.86852765109816
19.962373708246485,80.08185731991037,37.05258157279647,173.049023437741
7.465906013310741,23.25705465350676,67.60360128836749,292.4945327945615
53.70789573632533,26.629903674768794,18.8625777641552,327.4580702373028
35.266947454213195,67.94826685575444,197.56397631606106,301.30711851483
43.89959572244987,11.566447142338665,5.4662409283380455,149.1390593481855
51.13713348424488,66.2040410353203,124.09616241845818,172.79271625937216
38.751928312003706,52.99570960953604,78.00373377177503,318.52152161169624
63.989658135074556,91.1752749636945,75.26775067458924,76.98426810254807
29.565514154328277,22.485600453724174,47.35709048516218,270.27361224823466
4.265506135793961,72.88529976016605,128.18409614553403,170.71819074416712
64.36391626316917,90.63898051261774,102.87412781188686,144.2807214383805
14.969026810619512,1.4902956782418597,98.39690670875984,107.4478358628113
53.32599368584576,29.83706335302433,262.6832732882965,317.4499717759483
46.18939112948014,2.598310492803413,102.60069347087962,265.8941473610264
23.334315961835028,12.474455960537,204.96966919258523,291.88410692979124
38.31804506153045,81.43288055269247,97.57975272461779,199.55471747076797
42.58840305692263,90.58658659655904,214.62127263920462,318.3717201702068
15.1844628282227,95.59973347013849,32.291929728007425,88.09569242210384
27.69059114170981,77.9641502362052,130.7678115555501,213.96950193046976
86.8274779186401,3.8388245260998044,4.623649669527785,33.405461629189396
66.05631874471968,14.9164045876363,46.317318746766006,249.79976639628543
65.73168018886047,11.878121515092122,179.75089828602944,297.41585643101143
45.96300974376785,6.435106394309376,8.399033807759565,264.27603105779815
67.27101720667832,66.12577575991256,182.5652020619039,316.1237211310643
11.494095164759855,5.305225192465224,84.10711639914066,309.0666353148508
46.247627433107816,19.249457263963876,266.8639944670573,266.86463520227176
49.2992294171823,24.38598256576633,277.7253033137091,286.6607811566089
45.04282664621261,17.031389098175588,16.43540644618573,43.120186670513405
84.76668421452244,67.67819314837072,72.96896818065301,296.97324601713837
34.32215302391549,95.6389534227511,74.25756517608784,254.98925917986048
32.44080244906225,89.3896215018483,24.569353819051987,310.5903700137367
8.061471206659053,6.749425775947715,315.5168063403417,333.2575195734037
97.61462875524542,59.058354240955204,15.430918232687674,178.21172971795943
60.77218611810964,42.865675460739624,248.94158565505245,274.61317539846283
