x,y,dmg_min,dmg_max,nearest_dmg
62.22650138360022,55.83370480452858,92.39818756305002,104.27745474661135,21
12.779482450852251,97.25265718986384,121.09226841931016,320.9061449313056,198
45.04065598029435,66.21937378396461,35.045495651565304,85.76235285679793,331
26.98875068313431,27.419120814660115,189.16573870569653,248.00905197187552,110
70.21191850312314,22.248714487616198,34.69463478013543,189.90024466201368,206
60.38082865883256,72.46260959857278,57.42156505860018,122.10093614261598,13
50.4475508745084,95.17293590021212,54.93103391042787,274.5625902385459,50
16.11301471997394,8.598654150693076,193.38430279840875,315.20365294442206,305
42.086904645881816,88.32560568338629,97.50117743895451,239.03685595973735,40
33.71082810582726,24.54326680393154,187.6064860542228,205.98138306835816,27
19.36089404035536,90.03097446137774,216.96756351918245,314.50723911018736,263
43.91391442905033,84.29504770762446,37.04756418350024,126.61629213388088,112
2.135313929856164,38.09909920586348,30.347382168018303,247.3430700474649,204
92.23646692674848,54.40937896491971,215.67084541784416,311.17480353471933,146
36.13052894912613,9.079347020326056,23.330481644695745,281.8094476610406,142
17.337350420136545,45.906065411907285,38.51297227659939,106.86852765109816,3
19.962373708246485,80.08185731991037,37.05258157279647,173.049023437741,349
7.465906013310741,23.25705465350676,67.60360128836749,292.4945327945615,254
53.70789573632533,26.629903674768794,18.8625777641552,327.4580702373028,66
35.266947454213195,67.94826685575444,197.56397631606103,301.30711851483,195
43.89959572244987,11.566447142338664,5.4662409283380455,149.1390593481855,288
51.13713348424488,66.2040410353203,124.09616241845818,172.79271625937216,115
38.751928312003706,52.99570960953604,78.00373377177503,318.52152161169624,138
63.98965813507456,91.1752749636945,75.26775067458924,76.98426810254807,183
29.56551415432828,22.48560045372417,47.35709048516218,270.27361224823466,119
4.265506135793961,72.88529976016605,128.18409614553403,170.71819074416712,216
64.36391626316917,90.63898051261774,102.87412781188686,144.2807214383805,183
14.969026810619512,1.4902956782418595,98.39690670875984,107.4478358628113,149
53.32599368584576,29.83706335302433,262.6832732882965,317.4499717759483,270
46.18939112948014,2.598310492803413,102.60069347087962,265.8941473610264,296
23.334315961835028,12.474455960537,204.96966919258523,291.88410692979124,52
38.31804506153045,81.43288055269247,97.5797527246178,199.554717470768,161
42.58840305692263,90.58658659655904,214.62127263920465,318.3717201702068,277
15.1844628282227,95.59973347013847,32.291929728007425,88.09569242210384,113
27.69059114170981,77.9641502362052,130.7678115555501,213.96950193046976,79
86.8274779186401,3.838824526099805,4.623649669527785,33.4054616291894,155
66.05631874471968,14.9164045876363,46.317318746766006,249.79976639628543,85
65.73168018886047,11.878121515092122,179.75089828602944,297.41585643101143,85
45.96300974376785,6.435106394309376,8.399033807759565,264.2760310577981,129
67.27101720667832,66.12577575991256,182.5652020619039,316.1237211310643,147
11.494095164759855,5.305225192465224,84.10711639914066,309.0666353148508,323
46.247627433107816,19.24945726396388,266.8639944670573,266.86463520227176,61
49.2992294171823,24.38598256576633,277.7253033137091,286.6607811566089,120
45.04282664621261,17.031389098175588,16.43540644618573,43.120186670513405,36
84.76668421452244,67.67819314837072,72.96896818065301,296.9732460171384,163
34.32215302391549,95.6389534227511,74.25756517608784,254.98925917986048,253
32.44080244906225,89.3896215018483,24.569353819051987,310.5903700137367,229
8.061471206659053,6.749425775947715,315.5168063403417,333.2575195734037,49
97.61462875524542,59.0583542409552,15.430918232687674,178.21172971795943,126
60.77218611810964,42.86567546073962,248.94158565505245,274.61317539846283,79
